d1,d2,type
654,306,25
418,936,25
59,707,25
1525,122,5
561,916,34
242,1005,60
1020,26,70
795,89,5
1164,1526,8
1138,641,12
932,423,9
751,1502,25
220,990,64
1051,989,6
594,806,25
1304,1322,8
282,937,72
381,757,25
1006,776,6
1088,1150,25
1367,1021,9
431,1492,25
713,3,25
60,1160,31
225,1108,8
1139,794,63
1240,278,47
319,1552,9
1046,230,25
36,887,53
37,855,73
517,1317,5
274,1337,25
911,431,25
1062,762,5
850,717,9
314,1045,25
944,1428,8
133,1129,25
1041,112,5
869,1207,25
74,959,27
916,753,63
1452,1536,9
94,341,25
905,836,25
531,1384,9
675,58,5
1324,484,5
211,1366,25
421,784,25
280,169,34
643,103,75
1324,369,53
59,301,25
991,1394,9
1248,303,63
848,776,6
1321,803,25
966,1422,12
665,889,75
824,717,9
1122,582,71
244,805,25
795,1129,25
510,1428,0
632,627,25
819,1062,9
941,1332,8
78,691,45
388,804,51
38,105,5
913,724,61
966,86,9
1407,969,9
572,1107,25
968,1443,25
1057,959,63
176,503,25
587,923,5
1231,49,9
1020,714,25
272,109,77
391,53,9
117,1224,25
627,455,6
156,969,9
195,749,5
590,1449,8
124,812,75
210,437,25
172,155,5
177,1384,75
955,1245,61
783,1414,25
172,120,5
867,1240,25
354,389,53
902,124,25
110,703,25
955,199,61
906,1176,25
1361,1057,34
531,455,9
1026,37,34
838,655,66
110,122,5
289,739,80
700,38,9
674,385,25
1109,560,6
1055,1057,50
643,289,78
220,1108,3
594,700,53
900,840,5
515,886,20
862,242,25
1050,1349,9
845,1216,5
314,353,75
1321,385,34
397,691,45
436,480,25
861,342,5
259,845,5
279,167,25
1192,847,9
1054,651,43
47,989,6
86,889,75
298,641,25
90,535,25
481,1470,9
1023,444,5
91,585,25
1144,34,5
1036,525,25
95,574,64
71,458,9
1045,1207,25
868,1040,25
67,374,9
1434,71,5
254,670,53
621,923,9
123,753,63
701,310,33
67,414,12
331,486,25
416,556,66
885,635,66
403,1208,9
438,737,66
380,662,25
382,1072,9
1122,623,20
341,1541,25
1237,112,5
1202,941,5
1237,24,5
1441,916,66
399,625,25
876,158,25
80,536,77
734,709,25
681,1150,25
270,912,76
1047,1389,25
840,515,25
894,509,25
1049,1237,5
1487,1117,5
776,560,6
559,331,25
1217,403,8
610,922,66
1379,275,5
708,1041,25
1067,46,5
1450,712,12
1379,49,9
609,480,66
884,1479,66
314,69,5
913,674,25
477,654,9
289,268,25
176,1548,12
1311,1015,9
95,856,25
288,1392,5
660,406,5
288,397,5
656,46,5
1270,888,6
657,384,25
847,210,25
1007,1085,25
594,1062,25
599,459,5
580,1433,5
355,1388,66
1007,795,25
409,883,75
383,1136,5
270,372,8
1283,597,9
631,887,53
969,137,9
1462,716,25
610,845,5
351,920,71
298,508,53
38,455,9
1419,1304,9
160,1337,25
982,1217,5
25,1470,8
927,792,25
503,1144,25
1229,71,5
597,961,75
749,69,5
1231,409,5
410,902,25
296,1005,46
713,37,34
566,716,25
195,385,25
526,103,75
1192,1462,60
977,639,25
133,1363,25
381,1148,66
1165,81,6
955,1054,61
153,737,25
168,801,5
1179,560,6
706,30,25
168,583,25
294,582,71
1019,562,34
153,431,25
269,673,49
700,969,9
474,176,5
127,871,9
1055,27,5
1180,949,5
657,968,5
1179,44,5
1167,1136,5
106,1186,9
341,492,34
306,931,25
631,609,25
1026,463,45
474,372,8
649,910,9
650,684,25
604,703,51
1337,588,12
874,926,25
666,1190,9
626,409,5
583,1246,75
275,887,53
1052,772,53
1110,1407,12
960,702,25
258,463,45
953,388,51
1438,463,45
960,47,25
32,60,25
216,1005,9
774,106,51
711,1391,9
960,1203,25
568,1045,25
204,1282,25
1225,26,9
555,3,25
171,676,25
688,1349,9
215,310,33
208,122,5
902,937,72
120,1217,8
216,299,16
169,726,9
530,346,5
400,1063,25
274,1443,66
620,304,34
867,50,75
37,944,73
321,964,5
874,1144,25
896,923,9
699,5,20
298,400,53
874,617,5
92,1321,5
278,27,5
891,949,5
503,873,25
275,1254,9
1188,177,9
959,936,12
253,168,25
1552,249,14
661,89,5
568,1127,25
1119,942,25
1282,249,14
406,798,9
938,242,25
1526,176,5
388,1011,25
422,124,5
1118,86,9
366,1222,5
1257,1241,1
169,1502,66
1270,597,9
971,512,5
933,923,5
1224,1458,9
181,527,25
33,227,66
931,69,5
362,99,5
197,654,53
331,1388,66
1189,989,6
1005,394,25
1251,374,9
388,1023,51
754,806,53
100,1214,25
529,631,75
340,381,25
203,536,66
564,295,76
1067,947,25
239,1462,66
150,1433,5
1062,5,5
479,585,25
911,709,25
1345,127,5
1438,1009,34
1183,806,25
494,1227,5
201,155,34
155,388,50
1167,750,25
454,374,9
683,1484,45
302,1127,25
197,772,53
1268,895,25
80,1127,25
1231,360,8
381,653,25
280,117,45
52,927,25
673,360,6
44,53,75
1521,103,31
1290,837,25
296,869,53
392,155,5
1545,722,25
374,127,5
522,803,25
409,1164,5
1363,1401,25
944,617,5
960,717,5
1008,910,8
156,1102,9
942,89,25
710,306,5
389,989,25
855,800,66
807,417,62
965,403,8
374,315,8
926,729,51
369,412,25
1095,49,5
355,147,6
1552,488,25
148,265,5
655,760,66
881,374,5
881,99,5
716,117,45
614,502,25
92,120,25
675,1223,75
861,0,9
587,403,6
837,155,5
412,1370,53
275,695,25
92,941,5
28,1388,66
874,384,25
632,1057,66
1295,965,25
1012,230,39
1046,889,78
289,66,80
90,122,25
603,369,25
885,1366,66
1126,24,5
31,110,5
960,1123,25
18,374,5
941,120,49
48,343,9
585,46,5
254,502,25
599,961,9
555,1296,25
1452,355,6
956,99,5
1299,794,63
1241,99,5
162,483,12
1241,341,25
869,1347,66
933,289,25
955,971,63
935,215,9
540,1071,12
1050,443,25
718,38,5
580,668,14
52,109,77
162,680,25
159,110,5
521,805,25
1367,760,9
340,475,25
1475,127,5
1271,1016,3
1314,1328,5
783,862,66
1188,99,9
1379,101,9
219,1491,12
737,1235,66
311,176,5
961,948,45
536,60,25
1362,32,25
1452,968,9
1186,573,53
1126,1433,5
95,343,25
680,926,66
97,304,8
86,770,9
388,1337,25
1057,757,25
60,960,25
838,1453,55
1324,1392,5
870,842,63
1183,244,25
382,844,25
1525,409,5
439,120,5
681,236,77
1464,961,9
770,355,8
1277,1452,8
933,1470,9
42,155,25
397,286,5
837,1352,25
1443,301,25
328,653,25
298,598,53
690,294,25
36,609,25
1003,614,25
968,861,8
987,1470,8
954,271,66
125,674,66
177,106,5
155,917,25
389,37,66
1231,508,25
151,412,5
1379,1391,9
134,290,5
194,331,25
308,322,25
288,806,25
401,1005,66
153,232,25
883,653,25
479,1041,25
1337,468,12
838,219,66
1373,363,25
796,1370,53
322,912,25
1446,395,66
636,952,66
1243,581,12
882,232,25
1462,59,25
219,862,66
632,56,25
492,757,25
417,1256,8
302,384,25
282,825,5
795,1177,25
1462,580,25
392,869,12
321,824,25
989,107,45
651,472,25
1340,1470,9
1026,803,25
1419,360,12
860,1250,25
937,1359,42
819,275,5
1461,1208,9
1196,94,8
1088,887,53
52,134,25
309,889,78
431,881,5
431,69,5
410,190,9
1020,124,5
892,650,53
409,1322,9
33,24,5
960,117,9
1001,700,25
1035,1384,9
369,961,9
351,126,25
27,1322,9
1210,910,25
304,289,73
551,309,25
172,825,5
1438,807,14
902,837,25
955,681,25
579,1006,25
1337,1088,12
528,855,25
547,1349,9
508,915,25
1499,729,12
1106,138,8
120,916,9
508,243,25
662,147,6
298,341,53
1352,612,25
1192,534,9
1185,1332,8
46,81,6
571,168,78
293,840,5
1188,86,9
1146,155,5
1159,308,5
1040,160,66
1171,406,5
484,172,8
239,649,25
875,1260,12
1394,298,80
288,1227,5
942,950,25
1398,888,6
68,941,9
579,483,12
1122,717,5
583,710,25
268,684,40
308,1349,9
1035,116,5
1063,914,6
913,366,50
1552,1245,12
562,278,25
992,463,45
561,690,25
27,498,25
5,1332,8
583,1349,9
572,545,47
288,670,53
643,360,6
780,827,5
179,1213,66
422,105,5
202,1171,25
67,990,12
971,951,5
971,1290,5
284,1088,53
363,717,5
935,49,5
734,1207,25
302,109,77
249,1075,8
12,1380,5
789,1136,5
49,296,46
1219,481,9
179,679,9
378,1407,25
341,74,13
450,635,64
291,138,8
1144,1501,12
49,1057,46
341,885,25
948,107,45
861,399,85
502,74,13
378,212,14
893,1217,5
949,81,6
294,1444,5
1189,1392,5
966,970,12
1333,1392,5
855,1380,5
705,1392,5
87,382,25
253,1328,5
176,560,6
304,761,25
379,1028,57
827,913,25
806,1363,25
824,455,9
289,1397,80
58,89,5
594,763,25
750,403,8
421,1384,9
181,1340,25
436,148,25
697,1422,25
75,1128,25
415,44,5
948,772,25
769,806,25
328,1352,25
1322,82,31
344,641,64
392,5,5
517,564,14
37,574,25
1186,236,77
36,232,25
1008,776,6
768,181,5
24,1322,8
911,598,25
148,458,8
156,1117,5
232,536,77
966,560,6
303,588,12
942,673,25
705,836,25
1499,726,44
296,216,51
1474,675,39
1377,1154,5
1361,922,34
948,990,66
690,794,63
952,160,66
302,829,25
49,562,46
547,968,5
1167,1102,9
243,369,25
1381,802,70
822,49,5
525,581,25
1313,1254,9
1052,272,25
1163,346,5
822,455,9
328,1548,14
1079,486,66
92,969,5
959,392,12
177,246,53
1145,127,5
91,89,5
945,1050,25
33,602,25
1147,181,5
220,1118,9
945,1484,25
480,1144,25
1122,1488,25
1477,1400,20
560,1241,10
341,879,75
620,683,25
1390,306,53
619,590,25
231,1089,25
763,1302,5
1157,1370,53
369,27,5
579,1304,9
366,314,5
549,681,25
185,956,25
401,499,25
553,597,9
936,679,5
109,499,25
553,762,5
633,1040,25
1007,1157,25
935,1347,66
736,137,5
702,881,9
697,314,25
751,1426,25
1386,241,5
779,1210,8
1131,388,73
1194,1168,9
713,444,5
916,1004,25
684,1480,39
734,426,25
279,436,25
655,1502,66
893,412,5
1356,1122,12
1189,525,5
274,369,25
1085,369,25
1174,1444,5
503,837,25
331,1479,66
492,1223,75
1510,725,25
1364,1477,20
1362,650,53
1138,195,12
272,314,5
112,656,25
195,1159,77
659,44,5
1523,1380,5
456,1345,5
1491,856,0
956,260,25
1403,937,72
426,923,9
673,1240,25
94,1474,8
1324,705,53
12,750,12
341,147,6
755,1322,8
933,892,25
1465,431,25
772,1139,25
196,847,0
935,587,9
378,766,9
989,760,9
610,725,25
672,107,45
1233,1063,25
991,1105,12
38,802,25
909,315,8
337,53,5
570,1049,25
733,87,5
570,431,25
1065,1470,9
977,1295,25
943,729,25
94,148,8
156,805,25
941,1377,9
155,71,5
1094,1332,8
134,241,5
1362,286,25
769,360,6
566,944,73
153,464,25
905,755,25
1041,1416,9
1362,944,25
683,366,34
250,1167,12
171,917,25
657,112,25
354,583,53
721,1129,25
657,527,25
1370,798,9
286,342,5
1072,968,5
485,1440,66
806,680,25
1320,5,5
1505,27,5
282,455,9
862,492,25
1050,1150,25
1017,59,64
62,635,66
1471,379,25
1050,158,25
52,221,25
287,482,66
1394,284,80
571,1072,5
281,845,63
36,1233,25
1295,0,45
30,1296,25
133,636,25
686,1271,25
389,811,25
1391,1208,9
1002,844,12
1282,1359,25
708,952,66
170,195,5
511,1240,25
1237,760,25
106,110,25
1148,203,50
1317,1458,8
1237,352,25
762,914,6
681,181,5
124,950,25
240,798,12
477,1129,75
91,1012,61
1049,167,5
1367,99,9
751,1095,25
71,147,6
1051,99,5
1371,1363,12
290,1395,75
1504,1222,5
241,892,25
523,915,25
690,1105,25
311,1217,5
1339,1119,12
1146,86,5
294,965,25
86,1246,75
1119,117,8
256,274,25
603,609,25
1539,60,25
49,1138,9
171,107,45
289,136,25
1035,38,5
811,1129,25
344,403,8
97,389,12
1035,127,5
1260,439,25
426,122,5
84,1139,25
423,867,5
388,1222,5
1141,1340,25
204,1213,66
231,609,25
1471,236,77
159,94,6
110,289,73
381,1168,9
932,176,9
87,966,63
202,60,5
475,912,38
1007,248,25
1235,819,25
1031,1458,6
1477,437,8
941,1212,75
752,27,5
1253,1363,25
990,713,12
571,1250,66
1311,1413,8
524,597,9
524,840,5
339,760,9
158,503,25
162,1157,25
1065,716,9
1379,188,9
190,1536,5
1238,861,12
855,922,25
1440,385,34
1065,1380,9
1344,623,8
1485,1304,9
463,848,9
869,840,5
1063,1150,25
1362,84,25
881,301,75
650,49,66
426,1413,8
387,1215,57
308,71,5
290,181,5
846,881,9
1178,1347,66
1180,27,5
867,1157,25
488,241,75
28,1347,25
87,630,25
304,1321,25
1251,94,12
94,41,8
12,81,6
575,1046,25
1293,30,12
751,379,25
948,158,25
359,1447,25
1407,1120,9
410,1062,25
1250,988,5
275,57,85
1246,968,9
943,176,5
976,1009,25
176,1168,9
1147,624,40
272,1159,77
151,1154,5
1109,49,5
883,480,25
168,120,5
133,716,25
780,1295,25
268,650,53
1009,1444,66
199,544,64
1243,201,12
528,235,5
657,1340,25
870,794,63
1165,1433,5
332,359,20
526,84,25
754,525,53
1049,763,25
819,99,5
1305,1477,20
1167,582,71
684,230,39
59,894,66
243,388,34
394,1545,25
376,544,66
328,990,66
486,567,25
605,670,53
169,729,51
964,762,9
605,1510,25
620,1502,25
1057,1370,53
406,99,9
165,69,12
1398,374,5
28,636,25
185,622,25
284,290,53
933,24,5
1367,269,8
106,324,25
1282,310,45
1030,774,12
1260,270,14
633,1458,6
1203,69,5
301,944,73
180,964,5
902,50,75
180,1384,9
1367,71,9
626,1458,8
1094,1320,68
544,671,25
770,855,66
120,99,5
898,988,9
861,1208,9
298,653,25
893,58,5
308,1458,6
1334,1304,9
294,444,5
1066,951,5
522,1361,25
1052,1539,25
1152,220,64
1311,120,9
851,46,5
851,109,5
815,670,25
499,713,25
869,248,25
812,1470,9
70,952,66
1331,162,25
32,989,25
1539,177,25
913,403,6
1152,336,75
89,1349,9
956,1332,8
498,112,25
294,989,6
288,369,25
606,1380,5
1260,0,45
811,1416,25
269,1384,9
599,155,5
204,1536,5
42,969,9
271,1311,8
1194,236,77
307,1479,8
404,961,9
776,99,9
762,144,75
1126,169,66
340,974,25
949,374,5
753,1217,5
227,544,66
545,87,25
543,463,45
249,121,62
694,795,25
341,697,25
310,222,12
70,1131,66
177,1210,9
708,936,25
722,301,51
1126,401,66
754,970,53
456,388,51
136,1510,25
1055,248,39
712,1322,9
1397,328,64
389,401,66
838,169,66
332,879,75
136,1047,25
708,561,25
269,827,12
309,796,25
889,172,9
272,795,25
368,1009,34
960,1201,61
479,1136,5
271,1063,25
1348,923,9
171,742,25
544,566,66
173,560,6
1370,1317,9
1311,898,75
683,1041,25
169,1009,25
1055,762,5
1008,0,8
302,633,5
106,1041,9
806,763,25
1390,947,53
244,379,25
649,158,25
284,609,53
124,755,80
550,912,72
298,1171,53
1210,119,63
845,392,12
216,1135,16
1461,1332,8
892,536,77
607,604,25
960,324,9
1256,1405,0
36,936,25
1286,627,9
190,455,9
30,965,25
763,342,5
1210,89,9
190,969,5
69,147,6
686,1178,45
153,1147,25
685,1391,9
956,719,25
1541,1190,9
106,55,9
880,38,9
1471,681,25
698,1345,25
871,1470,9
838,1186,25
486,1085,25
446,582,25
502,1222,5
609,1349,9
913,1422,25
605,211,25
620,249,14
849,1416,9
218,486,25
1019,1168,9
1001,42,25
1045,700,53
216,315,9
1126,1137,5
828,968,5
1434,127,5
31,1227,5
955,236,25
31,1008,9
620,1004,34
179,926,66
26,172,5
60,1128,25
204,746,25
1027,1009,66
1400,855,34
205,568,25
1451,439,12
579,176,9
549,922,25
506,989,6
1189,968,11
936,134,25
37,508,66
529,1168,9
566,1293,66
149,48,72
521,721,25
124,681,25
52,1386,25
1268,767,25
481,239,6
354,1395,75
713,124,5
284,1474,80
1335,574,64
301,91,83
177,713,53
1295,702,25
869,459,5
780,703,34
1186,317,53
179,360,6
1110,409,25
534,988,5
769,989,6
290,1128,25
271,486,25
236,472,25
112,695,25
626,760,66
1379,989,8
454,484,5
287,1416,25
82,783,25
110,837,25
426,988,9
439,1441,25
1459,962,14
439,484,5
982,540,47
42,792,25
468,544,64
649,598,25
578,203,34
1440,26,25
38,342,5
404,1332,8
959,282,63
1465,942,12
752,1444,5
1024,3,25
965,784,25
770,710,29
223,214,25
412,1136,5
1231,321,25
945,708,25
785,988,5
911,384,25
1095,914,6
1231,571,5
1078,405,12
1143,1035,45
394,1037,14
156,1398,25
572,524,47
289,673,78
172,71,5
390,1474,61
18,1322,8
685,69,5
243,974,34
1095,798,5
746,1426,25
1391,1470,9
231,1027,53
302,609,25
700,397,5
179,654,75
527,1127,25
654,1159,77
148,1510,25
673,158,25
874,1458,8
80,915,25
240,883,12
526,232,25
936,944,73
197,945,53
1513,941,5
268,516,75
837,89,5
627,1407,25
241,155,5
72,796,25
1188,1021,9
444,1391,9
755,1126,66
482,944,73
409,1337,25
477,340,66
1225,989,8
624,444,5
690,1552,25
1452,195,9
583,157,5
1188,989,6
148,1498,8
351,690,25
48,190,9
47,1392,5
409,837,25
612,1278,39
1434,314,5
47,1322,9
607,920,25
343,916,51
597,1254,9
1398,176,5
780,172,5
378,299,71
1071,87,20
87,1106,14
424,352,25
956,129,25
1127,887,53
938,521,25
1035,609,6
166,969,9
575,887,25
119,355,8
124,49,5
523,1422,25
329,1443,25
543,34,5
120,244,25
874,709,25
105,949,5
165,168,12
840,708,25
298,915,53
822,1317,9
30,906,34
1513,658,5
360,1321,8
1009,826,36
116,1302,5
708,1260,25
294,1102,9
274,755,25
1215,463,45
934,1256,3
1046,328,25
687,1465,25
254,1150,25
165,506,63
1144,1223,9
1186,265,5
1014,399,61
308,1227,5
479,714,25
125,1009,66
465,491,8
309,480,25
1170,801,5
479,423,25
232,282,5
1014,1144,25
459,586,25
288,486,25
882,29,66
579,656,25
426,827,5
60,1391,9
599,27,5
1258,639,25
230,289,25
1450,430,12
230,829,25
794,49,5
789,1499,25
211,401,25
651,936,25
807,5,20
731,421,25
792,286,5
431,1349,9
804,63,16
1089,188,25
628,574,64
651,201,53
966,1304,9
438,578,12
339,47,9
749,881,5
681,337,75
176,825,5
288,914,6
566,653,25
227,1348,66
1361,310,45
1394,953,12
134,455,9
1392,1470,9
172,923,5
1378,623,9
446,544,64
325,176,25
612,1234,39
452,456,12
1105,1135,25
1164,421,8
1344,202,9
873,916,51
683,952,25
531,1208,9
62,783,66
549,948,66
62,29,66
70,176,66
331,1548,12
1305,1360,25
862,707,25
248,887,53
649,71,5
581,59,64
1167,1458,8
280,561,25
1008,845,5
55,452,25
76,630,25
401,894,66
303,105,63
33,1168,9
944,700,53
394,590,71
389,1147,25
976,974,25
942,86,5
1207,915,25
706,394,25
583,227,25
499,1388,66
30,620,25
769,768,75
243,304,34
166,484,5
700,105,9
203,556,25
721,58,5
169,124,9
694,512,75
231,1207,48
182,441,25
528,459,5
321,617,5
1313,403,8
296,1337,25
933,700,53
226,1127,25
651,1345,78
282,1550,9
314,923,75
894,74,25
573,1539,25
1292,195,75
1049,1062,25
836,86,5
1189,24,5
502,966,9
1189,112,5
500,1012,25
813,133,25
241,1254,9
875,368,12
1159,99,5
1023,812,9
1159,374,5
626,1433,5
72,1171,25
488,1459,8
1452,168,9
133,109,77
67,5,5
216,99,5
902,109,77
216,312,9
1523,597,9
282,176,66
828,1164,5
1326,545,45
60,1164,5
579,867,25
1225,1322,9
473,873,66
1274,167,75
422,374,5
1282,344,25
947,1510,25
384,1377,9
5,1127,25
617,888,6
970,938,25
1230,286,75
1194,1157,25
1520,525,78
1019,926,34
724,268,75
684,1263,39
627,691,45
502,724,25
1363,681,25
1048,1164,5
1213,1072,5
272,914,6
639,1455,8
891,28,5
623,776,8
1295,853,25
789,729,12
152,1137,5
1066,424,5
887,99,5
1094,193,68
280,856,71
851,1217,5
235,1275,12
499,1321,25
1321,786,71
661,1227,5
1185,195,5
288,415,25
1041,122,5
204,1502,66
1041,86,5
1345,38,5
287,811,25
1539,1416,25
441,1459,9
1344,881,9
883,855,25
488,529,75
907,147,6
1465,614,25
1258,59,37
671,29,25
278,582,71
197,598,53
300,1329,68
197,443,53
819,1147,9
651,1063,25
239,418,66
1253,221,25
378,1295,25
867,481,9
576,112,25
789,374,9
378,1271,25
745,147,6
1521,908,31
695,827,25
376,374,5
609,796,25
1089,921,25
176,835,25
945,620,25
177,248,25
1186,75,53
156,915,25
1407,914,8
783,641,25
621,755,46
586,702,25
465,1002,76
1183,1174,12
955,1013,25
863,1474,14
555,28,5
631,1072,31
526,883,75
148,459,5
1337,147,6
1390,811,53
369,713,53
530,1377,9
80,527,25
1305,1479,25
509,1404,25
933,201,53
950,500,85
962,1306,23
75,796,25
900,534,25
701,355,8
185,369,61
360,827,5
604,1057,51
1313,988,9
55,568,25
1336,784,25
801,915,25
594,1207,48
1024,421,25
948,1443,66
770,1020,25
941,355,8
227,1371,25
568,520,25
195,1006,25
1273,786,25
568,352,25
199,1009,50
1452,760,9
367,769,25
188,254,25
706,1122,25
976,477,25
655,916,66
1225,623,9
336,643,75
401,1246,5
956,745,25
948,508,66
147,511,25
286,544,65
970,84,25
1030,989,6
423,360,6
690,67,63
301,757,25
336,883,75
329,734,25
403,1411,10
120,1047,25
1217,1417,5
796,484,0
685,898,75
1222,560,6
506,923,5
103,60,5
713,802,25
691,1072,5
346,239,6
1443,862,66
525,1029,25
1250,1548,12
1065,409,9
544,397,12
685,195,75
746,974,34
136,811,25
311,127,5
801,53,75
291,137,9
768,912,72
755,983,50
67,622,9
271,881,5
1153,518,5
905,1128,25
1019,952,34
1017,762,5
171,1035,45
28,444,25
1446,242,25
654,1254,9
977,1536,5
1311,1324,8
232,709,25
423,717,9
231,649,25
397,989,6
671,945,25
801,241,75
439,1392,5
579,71,9
1170,147,6
41,1262,25
1525,241,5
59,264,25
1155,914,8
969,1470,9
1282,703,34
42,840,9
736,950,25
757,1072,5
388,57,51
160,523,25
378,412,5
880,1484,25
802,691,45
1219,339,9
436,232,25
162,1304,9
771,27,5
376,635,25
415,306,25
367,298,80
162,923,5
162,1168,9
116,1152,25
392,310,33
789,776,6
1361,68,25
966,990,12
855,1366,25
314,1233,25
1185,324,25
272,521,25
888,805,25
288,700,53
287,681,25
498,944,25
1293,1071,12
290,881,5
883,716,25
902,203,25
133,480,25
579,109,77
683,1154,5
1180,265,5
124,144,75
867,1168,9
670,991,25
1305,746,25
106,936,9
1302,1470,9
1307,1455,8
635,1066,9
677,1296,12
274,1126,66
127,1176,61
419,827,25
837,1433,5
1006,1062,25
86,870,75
1443,717,5
845,455,8
431,443,25
446,899,57
1020,374,5
1057,116,36
410,762,5
91,739,61
156,697,25
955,197,44
785,38,5
783,1305,25
603,272,25
1062,1401,25
1373,352,25
905,120,25
188,74,13
30,107,45
513,1433,5
579,1067,25
904,801,5
891,854,76
703,195,5
108,766,9
572,910,66
734,1452,25
947,989,25
942,855,51
1198,472,46
317,598,25
120,679,5
1050,725,25
431,713,53
486,988,5
715,1178,45
815,1186,25
1192,266,9
1162,24,5
1407,475,64
1337,1230,12
287,948,66
1159,38,5
562,242,30
1036,33,25
1499,844,12
976,169,25
1452,1304,9
290,1007,25
1390,153,53
942,1416,5
31,1102,9
902,713,53
639,1452,25
1150,1334,75
1186,1007,53
580,89,5
26,1470,9
290,700,53
1031,1416,9
832,1322,8
654,869,25
205,308,25
796,122,5
575,905,25
166,1072,5
875,517,12
903,1536,5
772,459,5
609,324,66
1413,786,0
1367,867,9
381,612,41
991,1097,58
394,364,45
486,737,25
566,906,66
685,63,75
136,695,25
893,941,5
1045,1240,25
1189,1224,25
681,144,75
518,127,5
1335,991,64
288,1048,25
479,798,25
1360,31,25
168,1510,25
903,1001,72
682,983,50
1067,1174,12
510,1536,5
302,1444,5
1079,1159,12
1167,444,5
883,340,25
654,155,5
610,776,6
421,840,9
1006,725,25
795,168,25
789,605,25
574,988,5
927,360,6
651,609,25
126,991,64
873,1203,66
341,670,53
1322,525,31
332,654,75
1210,1222,8
456,710,51
1239,840,75
1322,341,31
567,158,25
1248,71,5
728,259,5
1213,484,5
89,1370,53
332,1246,75
686,488,25
713,870,71
28,536,66
555,116,5
705,127,5
845,619,12
902,72,25
948,1131,66
1066,1160,75
870,301,75
1014,214,61
171,418,25
286,802,25
1057,1147,25
1180,840,9
179,737,66
530,1117,5
674,863,25
555,239,6
1337,762,5
275,1246,75
1340,74,13
1311,60,75
1479,561,25
1337,49,5
509,690,25
827,53,75
874,1208,9
874,472,25
626,44,5
37,503,25
431,275,25
36,241,25
91,796,25
626,459,5
1024,1017,25
176,1488,45
798,560,6
71,168,9
274,381,25
210,419,25
1152,970,75
1286,706,9
603,124,5
656,1159,77
783,988,5
481,1332,8
153,389,25
1094,147,8
620,310,45
26,637,9
586,270,14
385,419,25
1074,754,12
1122,807,14
574,536,66
530,881,5
1048,147,6
1230,1129,75
862,1462,25
202,410,25
302,289,78
713,1470,9
296,568,53
1051,44,5
892,709,25
893,110,5
1322,921,31
896,374,9
840,1371,25
855,459,9
851,176,5
679,46,5
219,641,25
1510,1147,25
604,1328,5
530,1536,11
885,814,66
620,379,25
290,1492,25
241,144,75
86,444,9
579,680,25
423,617,5
1324,1416,53
1127,1141,25
1124,46,5
900,1541,25
202,1027,53
401,314,5
1188,1443,66
580,1024,25
426,847,9
185,336,25
594,985,9
59,324,25
549,544,66
970,41,40
81,403,8
731,803,25
1219,947,9
337,109,5
1270,1008,12
42,762,12
970,1174,12
850,776,8
852,914,6
555,786,71
888,1045,25
517,421,25
686,761,25
1172,1536,5
133,1004,25
287,888,25
905,1049,25
1041,409,5
1057,896,9
1207,244,25
1502,1208,9
882,1137,25
977,855,34
1054,749,5
1126,906,66
824,1233,25
673,397,5
657,961,9
1315,529,75
278,926,34
1006,1150,25
75,172,5
1194,695,25
1268,359,25
651,829,25
19,731,12
631,1401,25
1147,1444,5
52,389,25
1126,1444,66
1395,1536,5
34,53,5
62,1443,66
58,1332,8
18,988,5
517,653,37
193,315,5
921,211,25
911,1349,9
869,863,66
694,870,75
553,703,34
151,1377,9
188,116,5
167,1384,9
1260,803,25
245,1413,8
952,1371,25
683,379,25
107,847,9
193,888,6
716,1144,25
367,456,12
1323,340,25
694,631,75
510,110,5
185,49,25
282,1380,5
682,1055,25
898,290,5
861,47,5
1049,762,5
1014,1366,66
485,5,5
317,1370,53
1023,1160,16
227,906,25
1190,294,5
529,239,6
90,752,25
1188,969,9
523,443,25
91,889,25
444,89,5
462,352,25
293,444,5
690,1224,25
1188,796,9
311,961,9
1144,208,5
1356,1041,12
87,388,34
30,1071,25
572,274,66
1198,626,46
604,923,5
568,1062,25
388,724,41
1198,169,46
441,815,25
83,881,5
271,568,25
473,1005,66
1119,105,5
952,945,25
654,721,25
296,381,46
780,825,5
296,110,46
401,127,5
938,1085,25
341,1072,75
1106,1003,76
403,901,9
235,421,12
1049,989,6
384,1047,25
790,624,40
33,626,66
585,1293,46
734,656,25
444,944,73
359,849,9
856,463,45
1019,1213,34
315,1332,8
1375,341,78
486,829,25
1088,1254,9
1367,1412,9
709,912,25
826,990,64
155,1380,5
852,183,12
913,874,25
1171,306,25
1063,127,5
1063,44,5
116,1154,5
392,1458,8
86,776,8
728,791,25
855,1072,5
1153,239,6
256,906,25
1348,717,9
655,509,12
1539,1127,25
1122,641,37
566,952,66
488,1548,8
354,1052,53
290,1317,5
609,528,66
312,623,20
848,155,5
290,28,25
388,1029,25
580,446,25
1331,604,12
110,708,25
1304,1377,9
1152,961,9
701,772,81
935,1323,8
458,360,6
302,511,25
594,60,5
1307,1257,8
969,455,9
614,148,25
1422,24,9
574,1002,9
75,275,25
667,1171,25
12,122,5
1164,147,8
609,1337,66
945,69,5
927,315,9
410,567,25
837,1458,8
1459,1027,0
574,1122,12
1398,336,75
194,639,25
681,717,75
1246,988,5
328,1258,12
761,211,34
1554,845,63
174,486,25
1378,599,9
1041,310,45
151,444,5
1326,0,45
1401,989,25
