d1,type,d2
DB06204,53,DB00734
DB01028,53,DB00921
DB00557,53,DB00899
DB06204,53,DB09345
DB13323,53,DB00425
DB06204,53,DB01452
DB00734,53,DB01173
DB08883,53,DB01154
DB00628,53,DB01173
DB00366,53,DB00497
DB00854,53,DB00956
DB00557,53,DB09342
DB08883,53,DB00734
DB00490,53,DB09034
DB12532,53,DB09117
DB00854,53,DB01041
DB08883,53,DB06690
DB00653,53,DB00427
DB00683,53,DB00956
DB00484,53,DB08987
DB00486,53,DB00593
DB00949,53,DB01041
DB00557,53,DB00921
DB00557,53,DB00750
DB00470,53,DB04908
DB08883,53,DB00423
DB00363,53,DB01173
DB00470,53,DB00892
DB06204,53,DB00801
DB00450,53,DB08910
DB00494,53,DB09034
DB00450,53,DB00575
DB00366,53,DB00181
DB08883,53,DB11609
DB00564,53,DB01041
DB06204,53,DB00427
DB00660,53,DB01173
DB01219,53,DB09117
DB00477,53,DB00425
DB00875,53,DB01403
DB00241,53,DB00370
DB00899,53,DB01041
DB00246,53,DB00425
DB00477,53,DB00972
DB00423,53,DB00921
DB00557,53,DB00321
DB00653,53,DB00486
DB00564,53,DB09117
DB00366,53,DB13323
DB00246,53,DB09117
DB08883,53,DB00850
DB06204,53,DB11609
DB00557,53,DB00540
DB00454,53,DB00425
DB09072,53,DB00750
DB00450,53,DB00656
DB08883,53,DB00831
DB01142,53,DB01173
DB06204,53,DB04841
DB01242,53,DB00370
DB04842,53,DB01041
DB00653,53,DB09118
DB00486,53,DB01198
DB00186,53,DB00370
DB01017,53,DB13323
DB06204,53,DB00423
DB00854,53,DB01403
DB00497,53,DB01403
DB01100,53,DB01041
DB00653,53,DB01618
DB00450,53,DB00907
DB06204,53,DB09117
DB09072,53,DB00844
DB01100,53,DB09034
DB09072,53,DB00237
DB08883,53,DB01588
DB08910,53,DB09034
DB00494,53,DB00370
DB00801,53,DB09034
DB01563,53,DB00370
DB00327,53,DB09117
DB00854,53,DB00898
DB01080,53,DB00972
DB00653,53,DB00972
DB09118,53,DB00425
DB09072,53,DB01242
DB00418,53,DB00454
DB06204,53,DB00708
DB00484,53,DB01221
DB09072,53,DB06144
DB01017,53,DB00599
DB01587,53,DB00425
DB00653,53,DB00497
DB00557,53,DB00653
DB00371,53,DB00370
DB00555,53,DB09034
DB00484,53,DB09085
DB09072,53,DB09225
DB00405,53,DB00898
DB01142,53,DB00972
DB00237,53,DB09034
DB09072,53,DB00754
DB00557,53,DB00484
DB00486,53,DB01086
DB00458,53,DB00956
DB01002,53,DB01041
DB01017,53,DB01189
DB00450,53,DB06594
DB00734,53,DB01403
DB00484,53,DB01161
DB00633,53,DB09117
DB00962,53,DB01173
DB00371,53,DB09034
DB00962,53,DB09034
DB00484,53,DB00555
DB00653,53,DB09068
DB00486,53,DB04946
DB08883,53,DB06216
DB00653,53,DB00186
DB01161,53,DB00898
DB00961,53,DB00972
DB00292,53,DB01041
DB00366,53,DB00850
DB00237,53,DB01041
DB00593,53,DB01403
DB00599,53,DB09034
DB00366,53,DB01501
DB09072,53,DB01068
DB00186,53,DB09034
DB00996,53,DB00921
DB00470,53,DB00334
DB00768,53,DB00370
DB00470,53,DB00404
DB00349,53,DB00956
DB00484,53,DB01501
DB00801,53,DB00972
DB00484,53,DB00898
DB00653,53,DB08910
DB01100,53,DB00370
DB08883,53,DB06282
DB01176,53,DB09117
DB00344,53,DB00921
DB00897,53,DB00972
DB01159,53,DB01041
DB01017,53,DB09118
DB01588,53,DB01403
DB06204,53,DB00363
DB00484,53,DB00909
DB00557,53,DB01174
DB01440,53,DB09034
DB00470,53,DB00371
DB00502,53,DB09034
DB00623,53,DB00898
DB00366,53,DB00404
DB00967,53,DB01173
DB00477,53,DB00370
DB09072,53,DB01437
DB01452,53,DB00921
DB00366,53,DB01224
DB00313,53,DB00898
DB00176,53,DB00425
DB00899,53,DB01173
DB09072,53,DB01558
DB01017,53,DB01086
DB00557,53,DB00494
DB01238,53,DB00370
DB06204,53,DB00904
DB00470,53,DB00321
DB00450,53,DB11609
DB12532,53,DB00898
DB09068,53,DB01041
DB06204,53,DB00656
DB00470,53,DB01618
DB00366,53,DB00484
DB01142,53,DB00956
DB00557,53,DB01068
DB00623,53,DB00921
DB01563,53,DB00972
DB08883,53,DB00656
DB00366,53,DB01267
DB00450,53,DB00490
DB00231,53,DB01403
DB00334,53,DB01041
DB00897,53,DB00370
DB01017,53,DB01267
DB00486,53,DB00297
DB01154,53,DB00956
DB00450,53,DB01351
DB00904,53,DB09117
DB00486,53,DB00189
DB00899,53,DB00956
DB00647,53,DB00898
DB08883,53,DB00737
DB00633,53,DB01041
DB00750,53,DB01041
DB00557,53,DB00771
DB00486,53,DB00433
DB01624,53,DB00972
DB00366,53,DB01069
DB00470,53,DB01623
DB00794,53,DB00454
DB00697,53,DB00898
DB00486,53,DB00972
DB01178,53,DB01173
DB00298,53,DB09117
DB08883,53,DB08910
DB00349,53,DB09117
DB00366,53,DB01623
DB00484,53,DB00181
DB00484,53,DB00231
DB00599,53,DB00370
DB00450,53,DB00420
DB01081,53,DB01173
DB00402,53,DB00370
DB06204,53,DB00599
DB01017,53,DB00623
DB00829,53,DB01173
DB00656,53,DB00972
DB00450,53,DB00540
DB01068,53,DB09117
DB00433,53,DB01403
DB01106,53,DB00921
DB00656,53,DB01403
DB01621,53,DB00956
DB01209,53,DB00425
DB00967,53,DB00370
DB09345,53,DB00370
DB00557,53,DB00475
DB09225,53,DB00425
DB00721,53,DB09034
DB00423,53,DB00898
DB00829,53,DB00370
DB00484,53,DB04908
DB00801,53,DB09117
DB00967,53,DB00956
DB09072,53,DB09117
DB00427,53,DB01041
DB00813,53,DB00972
DB08883,53,DB00752
DB08883,53,DB00829
DB00206,53,DB00956
DB00557,53,DB00854
DB00366,53,DB09118
DB01041,53,DB00370
DB00391,53,DB00425
DB00484,53,DB01215
DB05246,53,DB00956
DB00652,53,DB00898
DB00807,53,DB00898
DB01452,53,DB00898
DB13872,53,DB01173
DB00921,53,DB01403
DB06204,53,DB00623
DB08910,53,DB01403
DB09072,53,DB00831
DB00193,53,DB01403
DB00557,53,DB00296
DB08883,53,DB00321
DB06204,53,DB01018
DB00721,53,DB01173
DB00653,53,DB00980
DB00409,53,DB00370
DB00470,53,DB09085
DB01017,53,DB00334
DB06204,53,DB01068
DB06204,53,DB01028
DB00475,53,DB01041
DB06204,53,DB00298
DB00313,53,DB00972
DB09072,53,DB00402
DB00950,53,DB00956
DB01219,53,DB00972
DB09009,53,DB00972
DB01377,53,DB00996
DB00318,53,DB00898
DB11609,53,DB09117
DB06594,53,DB01173
DB00484,53,DB01351
DB04953,53,DB00956
DB00653,53,DB00564
DB00486,53,DB00831
DB00807,53,DB00956
DB00484,53,DB01588
DB00653,53,DB00909
DB01100,53,DB00921
DB12532,53,DB00425
DB00653,53,DB01563
DB00402,53,DB01403
DB00470,53,DB01068
DB00484,53,DB00750
DB00653,53,DB00897
DB11148,53,DB01173
DB08883,53,DB01081
DB01192,53,DB00956
DB01351,53,DB09117
DB00366,53,DB01106
DB00653,53,DB00333
DB00818,53,DB01041
DB09225,53,DB09034
DB06204,53,DB00980
DB00450,53,DB01114
DB00366,53,DB01239
DB00423,53,DB00425
DB00593,53,DB01041
DB01595,53,DB09117
DB00543,53,DB00425
DB09128,53,DB00425
DB00395,53,DB00972
DB00273,53,DB00972
DB00486,53,DB00726
DB09072,53,DB00273
DB00405,53,DB00956
DB00486,53,DB00454
DB00508,53,DB00425
DB08883,53,DB00454
DB00486,53,DB00633
DB00656,53,DB09117
DB00540,53,DB01173
DB00557,53,DB00645
DB00904,53,DB01173
DB01437,53,DB00425
DB08883,53,DB01587
DB00653,53,DB01221
DB00189,53,DB09117
DB01351,53,DB00972
DB00470,53,DB01069
DB00557,53,DB00404
DB00450,53,DB00726
DB06288,53,DB01173
DB00588,53,DB01403
DB00450,53,DB01224
DB00450,53,DB01236
DB00557,53,DB01159
DB00450,53,DB09118
DB01580,53,DB01173
DB06204,53,DB04844
DB00653,53,DB00962
DB00897,53,DB00921
DB00420,53,DB00898
DB00450,53,DB00408
DB00470,53,DB00497
DB01017,53,DB00206
DB00450,53,DB00458
DB01100,53,DB00898
DB00450,53,DB00633
DB00484,53,DB00193
DB00450,53,DB00690
DB00455,53,DB00425
DB09072,53,DB01202
DB13323,53,DB00956
DB00298,53,DB01041
DB00653,53,DB06282
DB00543,53,DB00921
DB01221,53,DB01173
DB06204,53,DB04953
DB01215,53,DB00972
DB00557,53,DB00708
DB00623,53,DB09034
DB00477,53,DB00898
DB01192,53,DB09034
DB00962,53,DB00956
DB00193,53,DB00956
DB00470,53,DB01452
DB00557,53,DB01238
DB00366,53,DB13872
DB00484,53,DB01080
DB04946,53,DB00921
DB00427,53,DB09117
DB13323,53,DB00972
DB01065,53,DB00898
DB08883,53,DB00697
DB09072,53,DB01002
DB00450,53,DB06770
DB00653,53,DB00296
DB01353,53,DB00956
DB09072,53,DB05246
DB00470,53,DB00653
DB00486,53,DB01238
DB00690,53,DB00956
DB00653,53,DB00933
DB00450,53,DB01159
DB08883,53,DB09071
DB11148,53,DB00956
DB00450,53,DB00423
DB00404,53,DB01173
DB00470,53,DB00802
DB00366,53,DB01041
DB00455,53,DB00921
DB00653,53,DB00747
DB09072,53,DB00575
DB00450,53,DB00683
DB01558,53,DB00972
DB06204,53,DB00349
DB00653,53,DB00371
DB00924,53,DB00898
DB08815,53,DB09117
DB00486,53,DB00228
DB06204,53,DB00660
DB00653,53,DB13872
DB09068,53,DB00370
DB00189,53,DB01041
DB00962,53,DB00921
DB01114,53,DB00370
DB00470,53,DB00246
DB08883,53,DB00475
DB00484,53,DB00854
DB06204,53,DB01192
DB00849,53,DB00370
DB00474,53,DB00956
DB00557,53,DB00996
DB00660,53,DB09034
DB00450,53,DB01588
DB00230,53,DB00956
DB01589,53,DB09117
DB00557,53,DB00176
DB00486,53,DB00628
DB00484,53,DB01551
DB00543,53,DB01403
DB01017,53,DB04842
DB01437,53,DB00921
DB00281,53,DB01173
DB01238,53,DB00956
DB00652,53,DB00370
DB00721,53,DB09117
DB09072,53,DB01403
DB01002,53,DB01173
DB00653,53,DB01209
DB00588,53,DB09117
DB01017,53,DB06770
DB00366,53,DB00734
DB08883,53,DB06288
DB00752,53,DB09034
DB04908,53,DB00370
DB00450,53,DB00334
DB00455,53,DB00370
DB00985,53,DB01173
DB01017,53,DB04946
DB00366,53,DB09034
DB00189,53,DB00898
DB06770,53,DB00898
DB00690,53,DB09034
DB00409,53,DB01041
DB00484,53,DB12532
DB00490,53,DB00972
DB00497,53,DB09034
DB09345,53,DB09117
DB08883,53,DB00956
DB00450,53,DB00842
DB00366,53,DB09128
DB00653,53,DB00771
DB01215,53,DB00921
DB00557,53,DB01351
DB00807,53,DB00370
DB00366,53,DB01437
DB00653,53,DB00794
DB01178,53,DB00370
DB00297,53,DB00921
DB00252,53,DB09034
DB00241,53,DB09117
DB00470,53,DB00909
DB00557,53,DB00962
DB00344,53,DB00972
DB09072,53,DB00433
DB00484,53,DB00697
DB00557,53,DB06216
DB00647,53,DB00370
DB00898,53,DB00662
DB08883,53,DB00420
DB00450,53,DB06153
DB00484,53,DB00956
DB00470,53,DB00831
DB01544,53,DB01403
DB00829,53,DB01403
DB00470,53,DB00683
DB00557,53,DB00611
DB01587,53,DB09117
DB06216,53,DB01041
DB09072,53,DB09342
DB00660,53,DB00898
DB01081,53,DB09034
DB01224,53,DB00921
DB00295,53,DB00425
DB01151,53,DB01173
DB00794,53,DB00956
DB00450,53,DB00708
DB09072,53,DB00176
DB00370,53,DB00956
DB00899,53,DB00370
DB01501,53,DB01173
DB00470,53,DB01151
DB00450,53,DB00409
DB09072,53,DB00813
DB00366,53,DB00801
DB01002,53,DB00956
DB00557,53,DB00909
DB06216,53,DB00972
DB00486,53,DB09345
DB00470,53,DB06216
DB01320,53,DB09034
DB01209,53,DB00370
DB01017,53,DB01192
DB00283,53,DB01173
DB00754,53,DB00370
DB00366,53,DB00434
DB00854,53,DB09117
DB00747,53,DB01173
DB00486,53,DB00231
DB00972,53,DB00425
DB01065,53,DB01403
DB09072,53,DB00297
DB00575,53,DB00972
DB00366,53,DB00924
DB01239,53,DB00972
DB08883,53,DB01173
DB00653,53,DB00189
DB00206,53,DB09117
DB00557,53,DB00327
DB01017,53,DB00241
DB00588,53,DB00972
DB00996,53,DB00370
DB00366,53,DB00818
DB00366,53,DB00540
DB00366,53,DB00697
DB00450,53,DB00921
DB00486,53,DB00829
DB01017,53,DB01320
DB00484,53,DB00652
DB00653,53,DB01621
DB00557,53,DB01236
DB12532,53,DB09034
DB06204,53,DB00961
DB01151,53,DB00972
DB01192,53,DB09117
DB00854,53,DB00972
DB09072,53,DB00206
DB00906,53,DB00956
DB00297,53,DB09117
DB00967,53,DB00898
DB06204,53,DB00933
DB06204,53,DB00370
DB01017,53,DB01221
DB00557,53,DB01100
DB00484,53,DB01595
DB00557,53,DB04908
DB00497,53,DB00425
DB00557,53,DB01209
DB00653,53,DB09225
DB00754,53,DB01041
DB01173,53,DB01403
DB01501,53,DB09117
DB00327,53,DB00972
DB00653,53,DB01227
DB08883,53,DB00181
DB00450,53,DB00327
DB09072,53,DB00508
DB00967,53,DB09034
DB08815,53,DB00972
DB00237,53,DB00921
DB00708,53,DB01173
DB00835,53,DB09034
DB00470,53,DB09068
DB00470,53,DB01353
DB01353,53,DB00972
DB00486,53,DB01320
DB00557,53,DB00252
DB01239,53,DB09117
DB00189,53,DB01403
DB00486,53,DB08872
DB00484,53,DB01227
DB08883,53,DB01161
DB00754,53,DB00972
DB01224,53,DB00370
DB00486,53,DB08815
DB06153,53,DB01041
DB00486,53,DB11609
DB01267,53,DB01403
DB00653,53,DB00474
DB00323,53,DB01403
DB00486,53,DB00391
DB00321,53,DB00898
DB00835,53,DB00370
DB00557,53,DB11609
DB00996,53,DB01403
DB00967,53,DB00425
DB04841,53,DB01173
DB06204,53,DB00241
DB00252,53,DB09117
DB01080,53,DB01173
DB00313,53,DB01041
DB01563,53,DB00921
DB00395,53,DB09034
DB09072,53,DB01215
DB08883,53,DB00281
DB09072,53,DB09345
DB00450,53,DB00980
DB00557,53,DB00831
DB00470,53,DB00818
DB09128,53,DB09117
DB00557,53,DB00768
DB08883,53,DB00297
DB00458,53,DB00370
DB00679,53,DB00370
DB01017,53,DB00653
DB09117,53,DB00921
DB00494,53,DB01041
DB01017,53,DB00829
DB01017,53,DB09085
DB06594,53,DB00956
DB00484,53,DB01069
DB00450,53,DB01501
DB06204,53,DB00557
DB01209,53,DB00898
DB00281,53,DB09034
DB00907,53,DB00921
DB00842,53,DB01173
DB09072,53,DB00721
DB09072,53,DB13872
DB01017,53,DB00186
DB01017,53,DB12532
DB00653,53,DB00588
DB00690,53,DB01173
DB00557,53,DB00273
DB00470,53,DB04946
DB00599,53,DB00425
DB00470,53,DB00490
DB00484,53,DB00228
DB00748,53,DB00921
DB01151,53,DB01403
DB01242,53,DB01041
DB00470,53,DB01239
DB00486,53,DB00611
DB00312,53,DB01173
DB09072,53,DB00802
DB01017,53,DB00690
DB00653,53,DB00593
DB00283,53,DB09034
DB00470,53,DB00527
DB09072,53,DB00660
DB00497,53,DB01041
DB00557,53,DB00726
DB00653,53,DB00829
DB06204,53,DB00747
DB00683,53,DB09117
DB06204,53,DB06144
DB00653,53,DB04953
DB00470,53,DB01580
DB01239,53,DB00921
DB00486,53,DB09009
DB08883,53,DB04908
DB09072,53,DB00611
DB00708,53,DB00921
DB01198,53,DB00956
DB01178,53,DB00921
DB01154,53,DB00370
DB00176,53,DB00921
DB00653,53,DB00193
DB00645,53,DB00425
DB00653,53,DB00750
DB00557,53,DB00652
DB01075,53,DB00956
DB06148,53,DB00474
DB00450,53,DB00623
DB01176,53,DB00972
DB09072,53,DB06153
DB09085,53,DB00956
DB06204,53,DB01224
DB00230,53,DB01403
DB08987,53,DB00425
DB00906,53,DB01403
DB00807,53,DB01403
DB00737,53,DB00956
DB00470,53,DB00241
DB00653,53,DB01437
DB01017,53,DB08815
DB00450,53,DB00474
DB00450,53,DB00909
DB00484,53,DB00404
DB01017,53,DB01065
DB01174,53,DB01403
DB06204,53,DB01595
DB06204,53,DB00228
DB09072,53,DB00897
DB01106,53,DB01403
DB06153,53,DB00898
DB09225,53,DB01173
DB00486,53,DB08910
DB00349,53,DB00425
DB00470,53,DB00652
DB08883,53,DB01159
DB01018,53,DB00956
DB00474,53,DB00921
DB01080,53,DB00956
DB00486,53,DB01173
DB06153,53,DB00956
DB00486,53,DB00349
DB00502,53,DB01041
DB00490,53,DB00425
DB01017,53,DB01551
DB00555,53,DB00425
DB00557,53,DB00980
DB08883,53,DB09117
DB01065,53,DB00972
DB04908,53,DB00972
DB00557,53,DB00189
DB00653,53,DB00907
DB01068,53,DB00898
DB00660,53,DB09117
DB11148,53,DB00425
DB00470,53,DB00405
DB09068,53,DB00921
DB00366,53,DB00934
DB06153,53,DB09117
DB00484,53,DB01589
DB01580,53,DB00425
DB01623,53,DB00972
DB01624,53,DB09117
DB01017,53,DB09342
DB09072,53,DB00474
DB00835,53,DB01173
DB01558,53,DB09034
DB00557,53,DB00906
DB01018,53,DB01403
DB00312,53,DB00956
DB08883,53,DB00899
DB00475,53,DB00956
DB00575,53,DB00956
DB00455,53,DB01173
DB01017,53,DB01558
DB00750,53,DB00972
DB00450,53,DB01238
DB01159,53,DB00956
DB00341,53,DB00921
DB08883,53,DB09345
DB01452,53,DB09117
DB01320,53,DB00972
DB00450,53,DB00962
DB01202,53,DB00972
DB00450,53,DB09009
DB00333,53,DB01173
DB00395,53,DB01403
DB11148,53,DB01041
DB09072,53,DB00697
DB00409,53,DB00972
DB00653,53,DB00950
DB01086,53,DB00370
DB08883,53,DB00490
DB01080,53,DB00370
DB06204,53,DB01086
DB00366,53,DB00273
DB06204,53,DB00490
DB00450,53,DB00564
DB01202,53,DB01403
DB00980,53,DB09117
DB00502,53,DB09117
DB08883,53,DB01069
DB01221,53,DB00898
DB00450,53,DB00653
DB08883,53,DB00906
DB00726,53,DB09117
DB00653,53,DB00611
DB00366,53,DB01544
DB09072,53,DB11148
DB01580,53,DB09034
DB09072,53,DB00921
DB01558,53,DB00370
DB06204,53,DB01075
DB00450,53,DB13323
DB06204,53,DB09342
DB00484,53,DB00490
DB09345,53,DB01041
DB00599,53,DB00454
DB00652,53,DB01173
DB00625,53,DB00972
DB00726,53,DB01173
DB00747,53,DB01041
DB00653,53,DB00854
DB04841,53,DB09117
DB00653,53,DB00418
DB01215,53,DB00333
DB00206,53,DB00370
DB00985,53,DB00898
DB00470,53,DB00281
DB09085,53,DB01173
DB00802,53,DB01403
DB00366,53,DB00252
DB01174,53,DB00425
DB00470,53,DB00949
DB01151,53,DB01041
DB00486,53,DB04953
DB00557,53,DB00418
DB01017,53,DB00333
DB00842,53,DB00972
DB00898,53,DB09072
DB00193,53,DB00425
DB01215,53,DB00898
DB01437,53,DB00898
DB01621,53,DB00898
DB01017,53,DB00425
DB01017,53,DB00427
DB00653,53,DB01624
DB00450,53,DB00246
DB00494,53,DB01173
DB00470,53,DB00747
DB01587,53,DB00956
DB00575,53,DB01173
DB00813,53,DB00425
DB00892,53,DB01173
DB00934,53,DB01403
DB00283,53,DB01403
DB00470,53,DB00647
DB01114,53,DB00972
DB00186,53,DB00921
DB09072,53,DB12532
DB00455,53,DB00956
DB00628,53,DB00972
DB01236,53,DB00425
DB00683,53,DB00898
DB01215,53,DB00956
DB00231,53,DB00898
DB01189,53,DB09117
DB00486,53,DB00962
DB00486,53,DB11148
DB00327,53,DB09034
DB00949,53,DB00921
DB00653,53,DB00502
DB00450,53,DB00897
DB09072,53,DB00356
DB00633,53,DB09034
DB00557,53,DB00656
DB00228,53,DB00972
DB09072,53,DB00321
DB00831,53,DB01173
DB01595,53,DB01173
DB00391,53,DB01041
DB00366,53,DB01202
DB04844,53,DB01041
DB09072,53,DB01235
DB01437,53,DB00972
DB01017,53,DB01353
DB00683,53,DB01173
DB00486,53,DB09225
DB01198,53,DB00425
DB05246,53,DB00370
DB00450,53,DB00427
DB09072,53,DB01238
DB00747,53,DB00898
DB00898,53,DB06204
DB09128,53,DB00956
DB00366,53,DB01215
DB04953,53,DB01403
DB00486,53,DB00474
DB00370,53,DB01403
DB00470,53,DB01588
DB00484,53,DB11609
DB00899,53,DB09034
DB01017,53,DB00405
DB00228,53,DB09034
DB01588,53,DB00333
DB00450,53,DB01081
DB00486,53,DB04908
DB09072,53,DB00344
DB00420,53,DB00425
DB00750,53,DB09034
DB01239,53,DB01403
DB00829,53,DB00898
DB08883,53,DB00296
DB00333,53,DB00370
DB01320,53,DB01174
DB00470,53,DB00181
DB00450,53,DB00395
DB09072,53,DB00748
DB08883,53,DB01176
DB00653,53,DB09345
DB00344,53,DB01041
DB00402,53,DB01173
DB00813,53,DB09034
DB00950,53,DB00921
DB09072,53,DB00647
DB00557,53,DB01595
DB00484,53,DB01242
DB00366,53,DB00611
DB01069,53,DB00370
DB09225,53,DB00921
DB06204,53,DB09034
DB00653,53,DB01069
DB00470,53,DB01041
DB00653,53,DB00366
DB00344,53,DB00898
DB01075,53,DB01173
DB00366,53,DB01068
DB09117,53,DB01173
DB00508,53,DB00898
DB00273,53,DB00321
DB01017,53,DB01227
DB01440,53,DB01403
DB00486,53,DB00176
DB08883,53,DB00794
DB09034,53,DB00956
DB01017,53,DB00907
DB08883,53,DB00508
DB00996,53,DB00898
DB01159,53,DB09117
DB00484,53,DB01154
DB00850,53,DB00956
DB00490,53,DB00956
DB00557,53,DB09345
DB09072,53,DB04953
DB00341,53,DB01041
DB09071,53,DB00972
DB06716,53,DB00370
DB00297,53,DB00425
DB01353,53,DB01173
DB01017,53,DB00679
DB00470,53,DB01202
DB00907,53,DB01403
DB01017,53,DB00708
DB00557,53,DB00181
DB06144,53,DB00370
DB00366,53,DB00842
DB01017,53,DB00752
DB06204,53,DB01588
DB00933,53,DB00425
DB00477,53,DB00921
DB09072,53,DB00645
DB01017,53,DB00228
DB00450,53,DB09342
DB09072,53,DB00737
DB00470,53,DB00273
DB00645,53,DB09117
DB13323,53,DB00921
DB00653,53,DB00494
DB00486,53,DB00490
DB00653,53,DB01551
DB00450,53,DB00899
DB00486,53,DB00296
DB01589,53,DB00898
DB08883,53,DB01452
DB00484,53,DB00924
DB00323,53,DB00425
DB00557,53,DB01563
DB00484,53,DB00813
DB09068,53,DB09117
DB09034,53,DB01403
DB00433,53,DB01041
DB00366,53,DB00625
DB00246,53,DB00972
DB00737,53,DB01173
DB00366,53,DB01173
DB00176,53,DB09117
DB04953,53,DB09117
DB00450,53,DB01589
DB01161,53,DB01173
DB00726,53,DB00898
DB09072,53,DB00829
DB00653,53,DB00237
DB04953,53,DB09034
DB00450,53,DB01623
DB00623,53,DB00972
DB00486,53,DB00652
DB06204,53,DB01219
DB08883,53,DB09128
DB00898,53,DB00972
DB00653,53,DB00734
DB00470,53,DB12532
DB00366,53,DB01018
DB09072,53,DB01320
DB06204,53,DB00193
DB01621,53,DB00921
DB00653,53,DB01202
DB00181,53,DB00370
DB08883,53,DB01621
DB09072,53,DB00801
DB00486,53,DB00475
DB00502,53,DB01403
DB00557,53,DB09009
DB01351,53,DB01173
DB00721,53,DB00898
DB09072,53,DB00193
DB06770,53,DB01173
DB00557,53,DB00967
DB06204,53,DB01236
DB01209,53,DB01173
DB01017,53,DB00477
DB01238,53,DB01173
DB00484,53,DB00454
DB00295,53,DB01041
DB09072,53,DB00683
DB00366,53,DB04841
DB00484,53,DB00899
DB00897,53,DB01173
DB00470,53,DB00801
DB06204,53,DB01587
DB09342,53,DB00425
DB00906,53,DB00921
DB00557,53,DB00297
DB12532,53,DB00972
DB00366,53,DB00508
DB01086,53,DB01041
DB00898,53,DB09034
DB00366,53,DB00555
DB01174,53,DB01041
DB09072,53,DB01219
DB00273,53,DB00921
DB00366,53,DB01114
DB00753,53,DB00972
DB06204,53,DB00189
DB00427,53,DB00921
DB00405,53,DB00921
DB00366,53,DB12532
DB00611,53,DB00370
DB00623,53,DB09117
DB00653,53,DB00273
DB00486,53,DB00312
DB01017,53,DB00189
DB00470,53,DB09072
DB00653,53,DB01081
DB08883,53,DB08815
DB00653,53,DB01151
DB01017,53,DB00402
DB00690,53,DB01041
DB00313,53,DB00921
DB00450,53,DB00391
DB01174,53,DB00972
DB00366,53,DB04946
DB06144,53,DB00425
DB00349,53,DB00370
DB00450,53,DB01202
DB00454,53,DB00921
DB00366,53,DB00420
DB00366,53,DB00849
DB00366,53,DB01219
DB00484,53,DB00423
DB01017,53,DB00555
DB00484,53,DB01068
DB00844,53,DB00956
DB01106,53,DB00370
DB00486,53,DB06144
DB06204,53,DB00956
DB00801,53,DB01403
DB00366,53,DB00962
DB00450,53,DB00181
DB01202,53,DB09034
DB06204,53,DB00297
DB01242,53,DB00425
DB00849,53,DB01041
DB00690,53,DB00370
DB00341,53,DB01173
DB01017,53,DB00771
DB00298,53,DB00425
DB08883,53,DB00292
DB04842,53,DB00898
DB00653,53,DB00623
DB00484,53,DB01192
DB00366,53,DB00956
DB06204,53,DB11148
DB00557,53,DB00849
DB00486,53,DB08987
DB00497,53,DB00921
DB01618,53,DB01403
DB00831,53,DB00956
DB00450,53,DB04946
DB00593,53,DB01320
DB00470,53,DB00298
DB01086,53,DB00425
DB00366,53,DB00402
DB00189,53,DB09034
DB00962,53,DB00425
DB09072,53,DB01174
DB00844,53,DB00425
DB00961,53,DB09117
DB00835,53,DB00956
DB00653,53,DB00458
DB08910,53,DB00370
DB00653,53,DB01589
DB00295,53,DB01403
DB00907,53,DB00898
DB00985,53,DB00921
DB01028,53,DB00972
DB00557,53,DB00356
DB00486,53,DB01353
DB00470,53,DB00921
DB00366,53,DB00679
DB01017,53,DB01161
DB06204,53,DB01002
DB00933,53,DB00956
DB00486,53,DB01151
DB06204,53,DB00527
DB01227,53,DB01173
DB01198,53,DB01173
DB00366,53,DB00206
DB01159,53,DB01403
DB00366,53,DB08910
DB01068,53,DB00956
DB00557,53,DB00753
DB06144,53,DB01173
DB00405,53,DB01173
DB08883,53,DB00818
DB01440,53,DB00898
DB01452,53,DB00956
DB00933,53,DB01041
DB00909,53,DB00972
DB00653,53,DB00508
DB00423,53,DB00370
DB09072,53,DB00679
DB00484,53,DB05246
DB00653,53,DB00363
DB00366,53,DB06690
DB01018,53,DB00921
DB00470,53,DB00564
DB00753,53,DB00898
DB00484,53,DB08815
DB00418,53,DB01403
DB01106,53,DB00972
DB12532,53,DB01403
DB00653,53,DB01086
DB00470,53,DB00292
DB06204,53,DB01161
DB00557,53,DB00633
DB01018,53,DB09117
DB00543,53,DB09034
DB08883,53,DB00708
DB00484,53,DB01174
DB01017,53,DB00237
DB00366,53,DB00321
DB00181,53,DB01403
DB06204,53,DB08987
DB00577,53,DB00495
DB08883,53,DB00474
DB00486,53,DB01242
DB00470,53,DB00252
DB00875,53,DB00425
DB01227,53,DB00425
DB00557,53,DB00341
DB08883,53,DB00502
DB00897,53,DB00425
DB00898,53,DB06702
DB00484,53,DB00708
DB00486,53,DB00366
DB00450,53,DB00829
DB00653,53,DB00892
DB01017,53,DB00904
DB00564,53,DB00956
DB00653,53,DB00752
DB01002,53,DB00370
DB00450,53,DB00186
DB00366,53,DB00189
DB00683,53,DB00333
DB01224,53,DB00972
DB00434,53,DB00898
DB00647,53,DB00425
DB01017,53,DB01114
DB01558,53,DB09117
DB00653,53,DB00477
DB00450,53,DB00768
DB00366,53,DB00831
DB00557,53,DB00961
DB01551,53,DB00921
DB06204,53,DB00323
DB01017,53,DB01198
DB00366,53,DB06153
DB00402,53,DB09034
DB01086,53,DB01173
DB00450,53,DB09085
DB00321,53,DB01173
DB01159,53,DB00425
DB09072,53,DB01142
